,id,orig_c1,orig_c2,c1,c2,c3,formula_combined,chemical_formula,x,y,z,sphericity,shape,area/volume,max/min,space_group_core,space_group_shell,crystal_structure,coer_oe,sat_em_g,mr (emu/g),exc_bias_oe,ver_shift_emu_g,temperature_k,fc_field_t,h_range_max_koe,mass_ratio,exc_dir,ver_s_dir,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant,Crystalline,MAE,Curie temperature (K),exchange constant (J/m) *10^-12,Electronegativity core,Demagnetization factors (Nd),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g)
316,317,DyCrTiO5,,Dy1 Ti1 Cr1 O5,,,Dy1 Ti1 Cr1 O5,['DyCrTiO5'],37,37,37,1.000000282,1,0.08108108108,1,55,0,19,35.5,37.204934,0.5663,130,0.0390286,10,6,60,40,0,0,,,,,,,,,,,,,
317,318,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",28.98,28.98,28.98,1.000000282,1,0.1035196687,1,225,225,7,1840,30.68,22.4,848,0,4,1,8,74,0,1,,,,,,,,,,,,,
318,319,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",28.98,28.98,28.98,1.000000282,1,0.1035196687,1,225,225,7,1793,27.55,9.75,800,0,4,1,8,74,0,1,,,,,,,,,,,,,
319,320,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",28.98,28.98,28.98,1.000000282,1,0.1035196687,1,225,225,7,1600,30.11,9.9,784,0,4,1,8,74,0,1,,,,,,,,,,,,,
320,321,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1520,33.06,9.629,720,0,4,1,8,74,0,1,,,,,,,,,,,,,
321,322,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1440,35.4,10.2439,640,0,4,1,8,74,0,1,,,,,,,,,,,,,
322,323,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1440,37.8,9.268,640,0,4,1,8,74,0,1,,,,,,,,,,,,,
323,324,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1360,59.78,10.3448,480,0,4,1,8,74,0,1,,,,,,,,,,,,,
324,325,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1191,112.416,17.78,473,0,4,1,8,74,0,1,,,,,,,,,,,,,
325,326,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1448.97,37.17,8.2158,601.796,1.498,5,1,40,74,0,1,,,,,,,,,,,,,
326,327,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1443.868,33.385,7.6688,433.7,0.68,50,1,40,74,0,1,,,,,,,,,,,,,
327,328,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1153,29.735,8.9,683.824,1.9,100,1,40,74,0,1,,,,,,,,,,,,,
328,329,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,918.412,27.26,7.87,234.671,1.5,150,1,40,74,0,1,,,,,,,,,,,,,
329,330,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,663.335,24.128,5.726,91.665,0.749,200,1,40,74,0,1,,,,,,,,,,,,,
330,331,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,443.872,21.5,4.58,56,0.58,250,1,40,74,0,1,,,,,,,,,,,,,
331,332,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,676.67,31.688,11.488,60.146,1.637,4,0.02,29.8,74,0,1,,,,,,,,,,,,,
332,333,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,721.784,31.688,11.488,180.446,1.637,4,0.05,29.8,74,0,1,,,,,,,,,,,,,
333,334,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1030.184,56.5132,10.76734,533.957,0,4,0.5,11.24,74,0,1,,,,,,,,,,,,,
334,335,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",30.06,30.06,30.06,1.000000282,1,0.0998003992,1,225,225,7,1075.184,39.2278,11.5954,578.9,1.8438,4,5,46,74,0,1,,,,,,,,,,,,,
335,336,GdCrTiO5,,Gd1 Ti1 Cr1 O5,,,Gd1 Ti1 Cr1 O5,['GdCrTiO5'],38,38,38,1.000000282,1,0.07894736842,1,55,0,19,260.4,101.25,1.24,81.11,0.44,2,7,80,38,1,0,,,,,,,,,,,,,
336,337,GdCrTiO5,,Gd1 Ti1 Cr1 O5,,,Gd1 Ti1 Cr1 O5,['GdCrTiO5'],38,38,38,1.000000282,1,0.07894736842,1,55,0,19,268.92,80,0.56,79.292,0.16,10,7,80,38,1,0,,,,,,,,,,,,,
337,338,GdCrTiO5,,Gd1 Ti1 Cr1 O5,,,Gd1 Ti1 Cr1 O5,['GdCrTiO5'],38,38,38,1.000000282,1,0.07894736842,1,55,0,19,234.4,30,0.06,113.716,0.12,50,7,80,38,1,0,,,,,,,,,,,,,
338,339,NiO,CoMn2O4,Ni1 O1,Mn2 Co1 O4,,Mn2 Co1 Ni1 O5,"['NiO', 'CoMn2O4']",11.87,11.87,11.87,1.000000282,1,0.2527379949,1,225,141,11,577.7,3.295,0.49,871.02,0.677,5,0.01,25,31,0,1,,,,,,,,,,,,,
339,340,NiO,CoMn2O4,Ni1 O1,Mn2 Co1 O4,,Mn2 Co1 Ni1 O5,"['NiO', 'CoMn2O4']",20.65,20.65,20.65,1.000000282,1,0.1452784504,1,225,141,11,3467.27,1.278,0.59,1480.01,0.156,5,0.01,25,31,0,1,,,,,,,,,,,,,
340,341,NiO,CoMn2O4,Ni1 O1,Mn2 Co1 O4,,Mn2 Co1 Ni1 O5,"['NiO', 'CoMn2O4']",25.24,25.24,25.24,1.000000282,1,0.118858954,1,225,141,11,229.74,2.26,0.3,159.24,0.115,5,0.01,25,31,0,1,,,,,,,,,,,,,
341,342,NiO,CoMn2O4,Ni1 O1,Mn2 Co1 O4,,Mn2 Co1 Ni1 O5,"['NiO', 'CoMn2O4']",26.22,26.22,26.22,1.000000282,1,0.114416476,1,225,141,11,2215.15,1.72,0.83,473.62,0.167,5,0.01,25,31,0,1,,,,,,,,,,,,,
342,343,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],12.2,12.2,12.2,1.000000282,1,0.2459016393,1,212,0,3,919.2,65.82,15.65256,50,0,300,0,80,59,1,1,,,,,,,,,,,,,
343,344,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],10,10,10,1.000000282,1,0.3,1,212,0,3,821.583,66.72,15.65256,50,0,300,0,80,59,1,1,,,,,,,,,,,,,
344,345,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],8.8,8.8,8.8,1.000000282,1,0.3409090909,1,212,0,3,681.9,51.22,15.65256,50,0,300,0,80,59,1,1,,,,,,,,,,,,,
345,346,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],11.1,11.1,11.1,1.000000282,1,0.2702702703,1,212,0,3,620.483,54.42,15.65256,50,0,300,0,80,59,1,1,,,,,,,,,,,,,
346,347,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],13.8,13.8,13.8,1.000000282,1,0.2173913043,1,212,0,3,751.664,58.91,15.65256,50,0,300,0,80,59,1,1,,,,,,,,,,,,,
347,348,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],11.7,11.7,11.7,1.000000282,1,0.2564102564,1,212,0,3,771.36,45.92,6.13996,50,0,300,0,80,59,1,1,,,,,,,,,,,,,
348,349,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],12.2,12.2,12.2,1.000000282,1,0.2459016393,1,212,0,3,1026.1,73.32,16.77,0,0,5,1,80,59,1,1,,,,,,,,,,,,,
349,350,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],10,10,10,1.000000282,1,0.3,1,212,0,3,907.19,74.62,19.35,0,0,5,1,80,59,1,1,,,,,,,,,,,,,
350,351,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],8.8,8.8,8.8,1.000000282,1,0.3409090909,1,212,0,3,730,57.92,13.548,0,0,5,1,80,59,1,1,,,,,,,,,,,,,
351,352,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],11.1,11.1,11.1,1.000000282,1,0.2702702703,1,212,0,3,743.639,59.92,13.548,0,0,5,1,80,59,1,1,,,,,,,,,,,,,
352,353,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],13.8,13.8,13.8,1.000000282,1,0.2173913043,1,212,0,3,873.49871,65.42,15.48,0,0,5,1,80,59,1,1,,,,,,,,,,,,,
353,354,Fe2O3,,Fe2 O3,,,Fe2 O3,['Fe2O3'],11.7,11.7,11.7,1.000000282,1,0.2564102564,1,212,0,3,702.13958,51.62,11.935,0,0,5,1,80,59,1,1,,,,,,,,,,,,,
354,355,BaFe12O19,Fe3O4,Ba1 Fe12 O19,Fe3 O4,,Ba1 Fe15 O23,"['BaFe12O19', 'Fe3O4']",17,17,17,0.5166432673,2,0.3970588235,1,186,227,15,1045,41.21,12,0,0,300,0,30,12,1,1,,,,,,,,,,,,,
355,356,BaFe12O19,Fe3O4,Ba1 Fe12 O19,Fe3 O4,,Ba1 Fe15 O23,"['BaFe12O19', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,186,227,15,232,28.28,3.2,0,0,300,0,30,12,1,1,,,,,,,,,,,,,
356,357,BaFe12O19,Fe3O4,Ba1 Fe12 O19,Fe3 O4,,Ba1 Fe15 O23,"['BaFe12O19', 'Fe3O4']",17,17,17,0.5166432673,2,0.3970588235,1,186,227,15,1571,87.20174,30.84054,204,0.34788,4,2,30,12,0,1,,,,,,,,,,,,,
357,358,BaFe12O19,Fe3O4,Ba1 Fe12 O19,Fe3 O4,,Ba1 Fe15 O23,"['BaFe12O19', 'Fe3O4']",13,13,13,0.5166432673,2,0.5192307692,1,186,227,15,974,0.2087,0.1027,254,0.0194,4,2,30,12,0,1,,,,,,,,,,,,,
358,359,Fe3O4,NiO,Fe3 O4,Ni1 O1,,Fe3 Ni1 O5,"['Fe3O4', 'NiO']",36.44,36.44,36.44,1.000000282,1,0.08232711306,1,227,225,7,95.69,49.5,6.4134,329.43,0,60,1.3,15,49,0,1,,,,,,,,,,,,,
359,360,NiO,Fe3O4,Ni1 O1,Fe3 O4,,Fe3 Ni1 O5,"['NiO', 'Fe3O4']",31.75,31.75,31.75,1.000000282,1,0.09448818898,1,225,227,7,145.18,33.75,1.30755,145.18,0,60,1.2,15,49,1,1,,,,,,,,,,,,,
360,361,NiFe2O4,CoO,Fe2 Ni1 O4,Co1 O1,,Fe2 Co1 Ni1 O5,"['NiFe2O4', 'CoO']",8,8,8,1.000000282,1,0.375,1,227,225,7,12180,48,38.148,135,0,5,5,60,33,0,1,,,,,,,,,,,,,
361,362,NiFe2O4,CoO,Fe2 Ni1 O4,Co1 O1,,Fe2 Co1 Ni1 O5,"['NiFe2O4', 'CoO']",11,11,11,1.000000282,1,0.2727272727,1,227,225,7,12110,16.5,12.592,161,0,5,5,60,33,0,1,,,,,,,,,,,,,
362,363,NiFe2O4,CoO,Fe2 Ni1 O4,Co1 O1,,Fe2 Co1 Ni1 O5,"['NiFe2O4', 'CoO']",12,12,12,1.000000282,1,0.25,1,227,225,7,12040,19,14.81,143,0,5,5,60,33,0,1,,,,,,,,,,,,,
363,364,NiFe2O4,CoO,Fe2 Ni1 O4,Co1 O1,,Fe2 Co1 Ni1 O5,"['NiFe2O4', 'CoO']",8,8,8,1.000000282,1,0.375,1,227,225,7,1150,47,13.7,0,0,300,0,60,33,1,1,,,,,,,,,,,,,
364,365,NiFe2O4,CoO,Fe2 Ni1 O4,Co1 O1,,Fe2 Co1 Ni1 O5,"['NiFe2O4', 'CoO']",11,11,11,1.000000282,1,0.2727272727,1,227,225,7,1160,16.3,6.7,0,0,300,0,60,33,1,1,,,,,,,,,,,,,
365,366,NiFe2O4,CoO,Fe2 Ni1 O4,Co1 O1,,Fe2 Co1 Ni1 O5,"['NiFe2O4', 'CoO']",12,12,12,1.000000282,1,0.25,1,227,225,7,1160,18.7,7.037,0,0,300,0,60,33,1,1,,,,,,,,,,,,,
366,367,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,504,9.395,0.7742,182,0,5,1,6,74,0,1,,,,,,,,,,,,,
367,368,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,446,9.395,0.7742,126,0,5,1,6,74,0,1,,,,,,,,,,,,,
368,369,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,318,9.395,0.7742,374,0,5,1,6,74,0,1,,,,,,,,,,,,,
369,370,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,357,9.395,0.9118,685,0,5,1,6,74,0,1,,,,,,,,,,,,,
370,371,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,504,9.395,0.7742,182,0,5,1,6,74,0,1,,,,,,,,,,,,,
371,372,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,332,9.395,0.7742,94,0,5,1,6,74,0,1,,,,,,,,,,,,,
372,373,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,218,9.395,0.7742,314,0,5,1,6,74,0,1,,,,,,,,,,,,,
373,374,Co,CoO,Co1,Co1 O1,,Co2 O1,"['Co', 'CoO']",800,800,800,1.000000282,1,0.00375,1,194,225,15,354,9.395,0.9118,685,0,5,1,6,74,0,1,,,,,,,,,,,,,
374,375,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,9130.43,6.2,2.3944,1304.348,0,2,3.5,80,37,0,1,,,,,,,,,,,,,
375,376,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,8478.26,6.2,2.11,1195.65,0,2,3.5,80,37,1,1,,,,,,,,,,,,,
376,377,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,10000,5.79,2.2456,763,0,2,1,80,37,0,1,,,,,,,,,,,,,
377,378,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,9812.5,5.75,2.175,506,0,8,1,80,37,0,1,,,,,,,,,,,,,
378,379,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,9687.5,5.75,2.175,379,0,10,1,80,37,0,1,,,,,,,,,,,,,
379,380,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,8189.5,6,2.133,340.5,0,15,1,80,37,0,1,,,,,,,,,,,,,
380,381,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,7920.689,5.979,2.1,178.869,0,20,1,80,37,0,1,,,,,,,,,,,,,
381,382,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,7508.612,6.2,2,124.743,0,25,1,80,37,0,1,,,,,,,,,,,,,
382,383,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,7705.6475,5.9,1.967,179.2,0,30,1,80,37,0,1,,,,,,,,,,,,,
383,384,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,6289.9845,6.151,2.3,18,0,40,1,80,37,0,1,,,,,,,,,,,,,
384,385,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,3512.753,7.6,2.994,108.706,0,60,1,80,37,0,1,,,,,,,,,,,,,
385,386,CoCr2O4,,Cr2 Co1 O4,,,Cr2 Co1 O4,['CoCr2O4'],30,30,30,1.474100271,4,0.1377777778,1,227,0,3,1397.7685,8,3,35.3685,0,80,1,80,37,0,1,,,,,,,,,,,,,
386,387,FeNi,,Fe1 Ni1,,,Fe1 Ni1,['FeNi'],21,21,21,1.000000282,1,0.1428571429,1,123,0,21,121,83,7.2,0,0,300,0,30,44,1,1,,,,,,,,,,,,,
387,388,FeNi,,Fe1 Ni1,,,Fe1 Ni1,['FeNi'],21,21,21,1.000000282,1,0.1428571429,1,123,0,21,127,96,7.8,0,0,50,0,30,44,1,1,,,,,,,,,,,,,
388,389,FeNi,,Fe1 Ni1,,,Fe1 Ni1,['FeNi'],21,21,21,1.000000282,1,0.1428571429,1,123,0,21,141,96,8.4,14,0,50,3,30,44,1,1,,,,,,,,,,,,,
389,390,Mn,Mn3O4,Mn1,Mn3 O4,,Mn4 O4,"['Mn', 'Mn3O4']",3.4,3.4,3.4,1.000000282,1,0.8823529412,1,217,141,11,1484,3.367,0.123,1217,0.0923,5,5,60,67,0,1,,,,,,,,,,,,,
390,391,Mn,Mn3O4,Mn1,Mn3 O4,,Mn4 O4,"['Mn', 'Mn3O4']",6.3,6.3,6.3,1.000000282,1,0.4761904762,1,217,141,11,305,3.585,0.173,4408,0.00456,5,5,50,67,0,1,,,,,,,,,,,,,
391,392,Mn,Mn3O4,Mn1,Mn3 O4,,Mn4 O4,"['Mn', 'Mn3O4']",5.24,5.24,5.24,1.000000282,1,0.572519084,1,217,141,11,1106,2.159,0.11,6350,0.2596,5,5,60,67,0,1,,,,,,,,,,,,,
392,393,Fe3O4,CoFe2O4,Fe3 O4,Fe2 Co1 O4,,Fe5 Co1 O8,"['Fe3O4', 'CoFe2O4']",47,47,47,1.000000282,1,0.06382978723,1,227,227,7,97,61.6,8.125,0,0,20,1.5,15,54,1,1,,,,,,,,,,,,,
393,394,Fe3O4,CoFe2O4,Fe3 O4,Fe2 Co1 O4,,Fe5 Co1 O8,"['Fe3O4', 'CoFe2O4']",47,47,47,1.000000282,1,0.06382978723,1,227,227,7,360,63.24,20,0,0,20,1.5,15,54,1,1,,,,,,,,,,,,,
394,395,Fe3O4,,Fe3 O4,,,Fe3 O4,['Fe3O4'],9,9,9,1.000000282,1,0.3333333333,1,227,0,3,15,55.2,3.918,0,0,47,1.5,15,62,1,1,,,,,,,,,,,,,
395,396,CoFe2O4,,Fe2 Co1 O4,,,Fe2 Co1 O4,['CoFe2O4'],16,16,16,1.000000282,1,0.1875,1,227,0,3,1555,72.84,34.146,0,0,161.8,1.5,15,39,1,1,,,,,,,,,,,,,
396,397,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",13,13,13,1.000000282,1,0.2307692308,1,63,225,20,8649.5,5.625,1.5625,909,1.125,5,5,6,21,0,1,,,,,,,,,,,,,
397,398,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,6995,5.625,1.5625,727,1.5,5,5,6,21,1,1,,,,,,,,,,,,,
398,399,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,6944,7,1.458,2083,0.486,10,5,50,21,0,1,,,,,,,,,,,,,
399,400,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,5555,7,0.77,5121.9692,0,20,5,50,21,0,1,,,,,,,,,,,,,
400,401,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,4158.5,3.75,0.675,10414,1.661,5,3,50,21,0,1,,,,,,,,,,,,,
401,402,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,6621.96,4.75,1.05,8514.586,1.393,5,4,50,21,0,1,,,,,,,,,,,,,
402,403,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,8823.154,6.5,1484.5,6372.383,1.484,5,5,50,21,0,1,,,,,,,,,,,,,
403,404,Fe3O4,MnO,Fe3 O4,Mn1 O1,,Mn1 Fe3 O5,"['Fe3O4', 'MnO']",580,580,580,1.000000282,1,0.005172413793,1,63,225,20,9980.32,7.37,1.7485,5325.26,0.9685,5,6,50,21,0,1,,,,,,,,,,,,,
404,405,Fe,Fe3C,Fe1,Fe3 C1,,Fe4 C1,"['Fe', 'Fe3C']",45,45,45,1.000000282,1,0.06666666667,1,229,62,10,2500,17.4,8.6,0,0,10,2,15,77,1,1,,,,,,,,,,,,,
405,406,Fe,Fe3C,Fe1,Fe3 C1,,Fe4 C1,"['Fe', 'Fe3C']",50,50,50,1.000000282,1,0.06,1,229,62,10,2600,20.3,10.1,0,0,10,2,15,77,1,1,,,,,,,,,,,,,
406,407,Fe,Fe3C,Fe1,Fe3 C1,,Fe4 C1,"['Fe', 'Fe3C']",60,60,60,1.000000282,1,0.05,1,229,62,10,2650,15.4,7.6,0,0,10,2,15,77,1,1,,,,,,,,,,,,,
407,408,Fe,Fe3O4,Fe1,Fe3 O4,,Fe4 O4,"['Fe', 'Fe3O4']",30,30,30,1.000000282,1,0.1,1,229,62,10,950,17.9,4.9,0,0,10,2,15,68,1,1,,,,,,,,,,,,,
408,409,Fe,Fe3O4,Fe1,Fe3 O4,,Fe4 O4,"['Fe', 'Fe3O4']",35,35,35,1.000000282,1,0.08571428571,1,229,62,10,920,22.1,6.3,0,0,10,2,15,68,1,1,,,,,,,,,,,,,
409,410,Fe,Fe3O4,Fe1,Fe3 O4,,Fe4 O4,"['Fe', 'Fe3O4']",40,40,40,1.000000282,1,0.075,1,229,62,10,1250,19.8,6.6,0,0,10,2,15,68,1,1,,,,,,,,,,,,,
410,411,Fe,Fe3O4,Fe1,Fe3 O4,,Fe4 O4,"['Fe', 'Fe3O4']",45,45,45,1.000000282,1,0.06666666667,1,229,62,10,1273,8.9,2.7,0,0,10,2,15,68,1,1,,,,,,,,,,,,,
411,412,Fe,Fe3O4,Fe1,Fe3 O4,,Fe4 O4,"['Fe', 'Fe3O4']",50,50,50,1.000000282,1,0.06,1,229,62,10,1000,1.3,0.4,0,0,10,2,15,68,1,1,,,,,,,,,,,,,
412,413,Fe,Fe3O4,Fe1,Fe3 O4,,Fe4 O4,"['Fe', 'Fe3O4']",55,55,55,1.000000282,1,0.05454545455,1,229,62,10,500,2.4,0.6,0,0,10,2,15,68,1,1,,,,,,,,,,,,,
413,414,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,582,18.5,8,0,0,300,0,40,33,1,1,,,,,,,,,,,,,
414,415,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,775,27.4,11.2,0,0,300,0,40,33,1,1,,,,,,,,,,,,,
415,416,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,821,32.2,4.2,0,0,300,0,40,33,1,1,,,,,,,,,,,,,
416,417,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,958,42.7,8.5,0,0,300,0,40,33,1,1,,,,,,,,,,,,,
417,418,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,592,38.1,16.8,0,0,300,0,40,33,1,1,,,,,,,,,,,,,
418,419,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,4263,17.7,11,104,0,5,5,40,33,0,1,,,,,,,,,,,,,
419,420,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,6315,30,22.4,183,0,5,5,40,33,0,1,,,,,,,,,,,,,
420,421,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,12334,34.5,22.5,612,0,5,5,40,33,0,1,,,,,,,,,,,,,
421,422,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,12653,47.2,32.7,758,0,5,5,40,33,0,1,,,,,,,,,,,,,
422,423,CoFe2O4,NiO,Fe2 Co1 O4,Ni1 O1,,Fe2 Co1 Ni1 O5,"['CoFe2O4', 'NiO']",110,800,0,0.07037893743,6,0.2773595536,0,227,225,7,7820,41,33.5,584,0,5,5,40,33,0,1,,,,,,,,,,,,,
423,424,Fe3O4,MgO,Fe3 O4,Mg1 O1,,Mg1 Fe3 O5,"['Fe3O4', 'MgO']",24,24,24,0.805995977,3,0.25,1,227,225,7,5491,38.4,12.549,50,0,5,5,20,11,0,1,,,,,,,,,,,,,
