Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),link,Core_composition_formula,length,width,depth
0.147,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.293,1.047,3.399,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,38.000,38.000,38.000
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.185,2.518,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.515,0.113,1.322,5.429,0.014,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,65.000,5.700,28.500
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.183,1.925,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.578,0.113,1.322,5.429,0.024,4.525,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,41.000,7.000,13.700
0.215,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.111,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,25.000,25.000,25.000
0.141,1.887,0.693,1.961,0.693,9.306,4.654,9.306,10.086,0.693,11.849,6.756,0.582,0.113,1.322,5.429,0.019,4.492,0.000,0.000,0.405,0.000,http://dx.doi.org/10.1021/acs.jpcc.6b02006,Fe1Fe2O4,56.000,10.000,21.750
0.182,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.111,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,30.000,30.000,30.000
0.182,0.693,1.386,2.037,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.111,0.000,0.000,0.405,0.000,https://doi.org/10.1021/nn2048137,Fe1Fe2O4,30.000,30.000,30.000
0.257,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.288,4.417,5.163,3.199,0.405,0.000,https://doi.org/10.1021/acs.nanolett.0c02795,Fe1Fe2O4,60.000,60.000,60.000
0.379,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.501,0.693,0.113,1.322,5.429,0.191,4.234,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,13.000,13.000,13.000
0.379,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.501,0.693,0.113,1.322,5.429,0.191,4.234,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,13.000,13.000,13.000
0.379,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.501,0.693,0.113,1.322,5.429,0.191,4.234,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,13.000,13.000,13.000
0.379,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.501,0.693,0.113,1.322,5.429,0.191,4.234,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,13.000,13.000,13.000
0.241,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.304,3.135,2.079,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,22.000,22.000,22.000
0.241,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.304,3.135,2.079,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,22.000,22.000,22.000
0.241,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.304,3.135,2.079,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,22.000,22.000,22.000
0.241,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.304,3.135,2.079,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,22.000,22.000,22.000
0.131,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.454,3.638,2.708,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,43.000,43.000,43.000
0.131,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.454,3.638,2.708,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,43.000,43.000,43.000
0.131,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.113,1.322,5.429,0.191,4.454,3.638,2.708,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,43.000,43.000,43.000
0.131,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.454,3.638,2.708,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,43.000,43.000,43.000
0.059,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.511,4.394,3.178,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,98.000,98.000,98.000
0.059,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.511,4.394,3.178,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,98.000,98.000,98.000
0.059,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.511,4.394,3.178,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,98.000,98.000,98.000
0.059,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.511,4.394,3.178,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,98.000,98.000,98.000
0.023,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.533,4.779,2.639,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,260.000,260.000,260.000
0.023,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.533,4.779,2.639,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,260.000,260.000,260.000
0.023,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.533,4.779,2.639,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,260.000,260.000,260.000
0.028,0.693,0.000,0.000,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.191,4.533,4.779,2.639,0.405,0.000,https://doi.org/10.1039/C5RA12558H,Fe1Fe2O4,260.000,260.000,260.000
0.305,0.693,2.079,,0.693,9.306,4.654,9.306,9.952,0.000,11.849,6.455,0.693,0.513,1.322,5.429,0.288,3.045,0.000,0.000,0.405,0.000,https://doi.org/10.1039/d0na00820f,Fe1Fe2O4,8.400,8.400,8.400
0.199,0.693,0.000,0.000,0.778,10.075,10.930,9.306,9.952,0.000,13.557,6.678,0.693,0.113,1.112,5.429,0.288,4.890,0.000,0.000,0.405,0.004,dx.doi.org/10.1021/nl302160d,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.199,0.693,0.000,0.000,0.778,10.075,10.930,9.306,9.952,0.000,13.557,6.678,0.693,0.113,1.112,5.429,0.288,4.890,0.000,0.000,0.405,0.004,dx.doi.org/10.1021/nl302160d,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.199,0.693,0.000,0.000,0.778,10.075,10.930,9.306,9.952,0.000,13.557,6.678,0.693,0.113,1.112,5.429,0.288,4.890,0.000,0.000,0.405,0.004,dx.doi.org/10.1021/nl302160d,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.199,0.693,0.000,0.000,0.778,10.075,10.930,9.306,9.952,0.000,13.557,6.678,0.693,0.113,1.112,5.429,0.288,4.890,0.000,0.000,0.405,0.004,dx.doi.org/10.1021/nl302160d,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.199,0.693,0.000,0.000,0.778,10.075,10.930,9.306,9.952,0.000,13.557,6.678,0.693,0.113,1.112,5.429,0.288,4.890,0.000,0.000,0.405,0.004,dx.doi.org/10.1021/nl302160d,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.199,0.693,0.000,0.000,0.778,10.075,10.930,9.306,9.952,0.000,13.557,6.678,0.693,0.113,1.112,5.429,0.288,4.890,0.000,0.000,0.405,0.004,dx.doi.org/10.1021/nl302160d,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.405,0.771,0.000,0.000,0.693,8.987,4.654,9.306,10.758,0.693,11.849,6.855,0.693,0.095,1.334,5.429,0.288,3.050,6.418,2.124,0.405,0.000,https://doi.org/10.1039/C9TB00989B,Fe2O3,12.300,13.300,14.300
0.405,0.771,0.000,0.000,0.693,8.987,4.654,9.306,10.758,0.693,11.849,6.855,0.693,0.095,1.334,5.429,0.288,3.735,6.926,2.722,0.405,0.000,https://doi.org/10.1039/C9TB00989B,Fe2O3,12.300,13.300,14.300
0.423,0.775,0.000,0.000,0.693,8.987,4.654,9.306,10.758,0.693,11.849,6.855,0.693,0.095,1.334,5.429,0.288,0.128,7.290,0.051,0.405,0.000,https://doi.org/10.1039/C9TB00989B,Fe2O3,11.700,12.700,13.700
0.423,0.775,0.000,0.000,0.693,8.987,4.654,9.306,10.758,0.693,11.849,6.855,0.693,0.095,1.334,5.429,0.288,0.351,7.562,0.134,0.405,0.000,https://doi.org/10.1039/C9TB00989B,Fe2O3,11.700,12.700,13.700
0.012,0.693,0.000,0.000,0.693,8.987,4.663,9.306,7.534,0.693,11.849,6.217,0.693,0.095,1.334,5.124,0.288,2.995,4.875,1.089,0.284,0.000,https://doi.org/10.1021/acsanm.0c02807,Fe2O3,250.000,250.000,250.000
0.012,0.693,0.000,0.000,0.693,8.987,4.663,9.306,7.534,0.693,11.849,6.217,0.693,0.095,1.334,5.124,0.288,2.438,4.875,1.089,0.284,0.000,https://doi.org/10.1021/acsanm.0c02807,Fe2O3,250.000,250.000,250.000
0.158,0.693,0.000,0.000,0.693,8.987,4.654,9.306,10.779,0.693,11.849,6.855,0.693,0.095,1.334,5.429,0.288,4.438,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C6RA00963H,Fe2O3,35.000,35.000,35.000
0.158,0.693,0.000,0.000,0.693,8.987,4.654,9.306,10.779,0.693,11.849,6.855,0.693,0.095,1.334,5.429,0.288,4.502,0.000,0.000,0.405,0.000,https://doi.org/10.1039/C6RA00963H,Fe2O3,35.000,35.000,35.000
0.262,0.693,0.000,0.000,0.693,10.166,4.654,9.306,11.396,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.367,1.518,3.008,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,10.000,10.000,10.000
0.262,0.693,0.000,0.000,0.693,10.166,4.654,9.306,11.396,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.367,1.519,3.021,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,10.000,10.000,10.000
0.262,0.693,0.000,0.000,0.693,10.166,4.654,9.306,11.396,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.367,1.518,3.008,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,10.000,10.000,10.000
0.154,0.693,0.000,0.000,0.693,8.987,4.654,9.306,10.779,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.689,2.107,3.514,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,18.000,18.000,18.000
0.154,0.693,0.000,0.000,0.693,8.987,4.654,9.306,10.779,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.689,2.107,3.514,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,18.000,18.000,18.000
0.128,0.693,0.000,0.000,0.693,8.987,4.654,9.306,9.680,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.689,2.107,3.514,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,22.000,22.000,22.000
0.128,0.693,0.000,0.000,0.693,8.987,4.654,9.306,9.680,0.000,11.849,6.855,0.693,0.095,1.334,5.124,0.288,3.689,2.107,3.514,0.405,0.000,https://doi.org/10.1016/j.biomaterials.2014.04.036,Fe2O3,22.000,22.000,22.000
0.251,0.693,0.000,0.000,0.734,10.567,10.929,12.206,12.106,0.000,14.599,6.621,0.693,0.157,1.296,5.421,0.288,3.576,0.000,0.000,0.145,0.004,https://doi.org/10.1039/C0JM00174K,Fe2O3Fe4(Fe(CN)6)3,10.500,10.500,10.500
0.251,0.693,0.000,0.000,0.719,10.567,10.929,12.206,12.106,0.000,14.599,6.621,0.693,0.157,1.300,5.421,0.288,3.575,0.000,0.000,0.145,0.004,https://doi.org/10.1039/C0JM00174K,Fe2O3Fe4(Fe(CN)6)4,10.500,10.500,10.500
0.035,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.689,0.513,1.322,5.429,0.288,4.343,4.615,2.773,0.405,0.000,https://doi.org/10.1002/chem.201001789,Fe3O4,169.100,169.100,169.100
0.027,0.773,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,4.482,4.615,2.773,0.405,0.000,https://doi.org/10.1002/chem.201001789,Fe3O4,215.700,185.000,185.000
0.027,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.692,0.513,1.322,5.429,0.288,4.437,4.615,2.773,0.405,0.000,https://doi.org/10.1002/chem.201001789,Fe3O4,222.800,222.800,222.800
0.024,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,3.920,0.000,0.000,0.405,0.000,https://doi.org/10.1016/j.procbio.2019.05.014,Fe3O4,246.600,246.600,246.600
0.024,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,3.920,0.000,0.000,0.405,0.000,https://doi.org/10.1016/j.procbio.2019.05.014,Fe3O4,246.600,246.600,246.600
0.010,0.693,0.000,0.000,0.728,9.306,4.654,9.306,10.758,0.000,11.849,6.756,0.693,0.513,1.322,5.429,0.288,3.946,0.000,0.000,0.405,0.000,https://doi.org/10.1016/j.jtice.2017.12.011,Fe3O4,590.000,590.000,590.000
