Area/volume,Max/min(size),org_coating_HAcceptors,org_coating_LogP,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant ,Crystalline,MAE,Curie temperature (K),Spehricity,exchange constant (J/m) *10^-12,Electronegativity core,Space group,Demagnetization factors (Nd),Saturation magnetization (emu/g),Coercivity (Oe),Remanence magnetization (emu/g),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g),id,Core_composition_formula,length,width,depth
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.223,11.404,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.674,0.120,2.750,227.000,0.014,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,65.000,5.700,35.600
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
1.405,5.857,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.782,0.120,2.750,227.000,0.024,91.320,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,41.000,7.000,24.650
0.240,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,60.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,25.000,25.000,25.000
0.527,5.600,1.000,6.109,1.000,11000.000,104.000,11000.000,24000.000,1.000,140000.000,858.000,0.789,0.120,2.750,227.000,0.020,88.300,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,56.000,10.000,24.650
0.200,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,60.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,30.000,30.000,30.000
0.200,1.000,3.000,6.670,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,60.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,30.000,30.000,30.000
0.479,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.333,81.833,173.667,23.513,0.500,0.000,<built-in function id>,Fe1Fe2O4,60.000,60.000,60.000
0.462,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,665.000,1.000,0.120,2.750,227.000,0.210,68.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,13.000,13.000,13.000
0.462,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,665.000,1.000,0.120,2.750,227.000,0.210,68.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,13.000,13.000,13.000
0.462,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,665.000,1.000,0.120,2.750,227.000,0.210,68.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,13.000,13.000,13.000
0.462,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,665.000,1.000,0.120,2.750,227.000,0.210,68.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,13.000,13.000,13.000
0.273,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,73.000,22.000,7.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.000,22.000,22.000
0.273,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,73.000,22.000,7.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.000,22.000,22.000
0.273,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,73.000,22.000,7.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.000,22.000,22.000
0.273,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,73.000,22.000,7.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,22.000,22.000,22.000
0.140,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,85.000,37.000,14.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,43.000,43.000,43.000
0.140,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,85.000,37.000,14.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,43.000,43.000,43.000
0.140,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.120,2.750,227.000,0.210,85.000,37.000,14.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,43.000,43.000,43.000
0.140,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,85.000,37.000,14.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,43.000,43.000,43.000
0.061,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,90.000,80.000,23.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,98.000,98.000,98.000
0.061,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,90.000,80.000,23.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,98.000,98.000,98.000
0.061,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,90.000,80.000,23.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,98.000,98.000,98.000
0.061,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,90.000,80.000,23.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,98.000,98.000,98.000
0.023,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,92.000,118.000,13.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,260.000,260.000,260.000
0.023,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,92.000,118.000,13.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,260.000,260.000,260.000
0.023,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,92.000,118.000,13.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,260.000,260.000,260.000
0.028,1.000,0.000,0.000,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.210,92.000,118.000,13.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,260.000,260.000,260.000
0.357,1.000,7.000,-3.288,1.000,11000.000,104.000,11000.000,21000.000,0.000,140000.000,635.000,1.000,0.670,2.750,227.000,0.333,20.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe1Fe2O4,8.400,8.400,8.400
0.221,1.000,0.000,0.000,1.176,57725.000,55828.000,100500.000,32550.000,0.000,739244.750,655.000,1.000,6.317,2.042,226.500,0.333,132.000,0.000,0.000,0.500,0.004,<built-in function id>,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.221,1.000,0.000,0.000,1.176,57725.000,55828.000,100500.000,32550.000,0.000,739244.750,655.000,1.000,6.317,2.042,226.500,0.333,132.000,0.000,0.000,0.500,0.004,<built-in function id>,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.221,1.000,0.000,0.000,1.176,57725.000,55828.000,100500.000,32550.000,0.000,739244.750,655.000,1.000,6.317,2.042,226.500,0.333,132.000,0.000,0.000,0.500,0.004,<built-in function id>,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.221,1.000,0.000,0.000,1.176,57725.000,55828.000,100500.000,32550.000,0.000,739244.750,655.000,1.000,6.317,2.042,226.500,0.333,132.000,0.000,0.000,0.500,0.004,<built-in function id>,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.221,1.000,0.000,0.000,1.176,57725.000,55828.000,100500.000,32550.000,0.000,739244.750,655.000,1.000,6.317,2.042,226.500,0.333,132.000,0.000,0.000,0.500,0.004,<built-in function id>,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.221,1.000,0.000,0.000,1.176,57725.000,55828.000,100500.000,32550.000,0.000,739244.750,655.000,1.000,6.317,2.042,226.500,0.333,132.000,0.000,0.000,0.500,0.004,<built-in function id>,Fe2.2C1Fe5C2,13.600,13.600,13.600
0.500,1.163,0.000,0.000,1.000,8000.000,104.000,11000.000,47000.000,1.000,140000.000,948.000,1.000,0.100,2.796,227.000,0.333,20.123,612.000,7.363,0.500,0.000,<built-in function id>,Fe2O3,12.300,13.300,14.300
0.500,1.163,0.000,0.000,1.000,8000.000,104.000,11000.000,47000.000,1.000,140000.000,948.000,1.000,0.100,2.796,227.000,0.333,40.870,1017.200,14.207,0.500,0.000,<built-in function id>,Fe2O3,12.300,13.300,14.300
0.526,1.171,0.000,0.000,1.000,8000.000,104.000,11000.000,47000.000,1.000,140000.000,948.000,1.000,0.100,2.796,227.000,0.333,0.137,1465.000,0.053,0.500,0.000,<built-in function id>,Fe2O3,11.700,12.700,13.700
0.526,1.171,0.000,0.000,1.000,8000.000,104.000,11000.000,47000.000,1.000,140000.000,948.000,1.000,0.100,2.796,227.000,0.333,0.420,1922.800,0.143,0.500,0.000,<built-in function id>,Fe2O3,11.700,12.700,13.700
0.012,1.000,0.000,0.000,1.000,8000.000,105.000,11000.000,1870.000,1.000,140000.000,500.000,1.000,0.100,2.796,167.000,0.333,18.980,130.000,1.970,0.500,0.000,<built-in function id>,Fe2O3,250.000,250.000,250.000
0.012,1.000,0.000,0.000,1.000,8000.000,105.000,11000.000,1870.000,1.000,140000.000,500.000,1.000,0.100,2.796,167.000,0.333,10.450,130.000,1.970,0.500,0.000,<built-in function id>,Fe2O3,250.000,250.000,250.000
0.171,1.000,0.000,0.000,1.000,8000.000,104.000,11000.000,48000.000,1.000,140000.000,948.000,1.000,0.100,2.796,227.000,0.333,83.630,0.000,0.000,0.500,0.000,<built-in function id>,Fe2O3,35.000,35.000,35.000
0.171,1.000,0.000,0.000,1.000,8000.000,104.000,11000.000,48000.000,1.000,140000.000,948.000,1.000,0.100,2.796,227.000,0.333,89.200,0.000,0.000,0.500,0.000,<built-in function id>,Fe2O3,35.000,35.000,35.000
0.300,1.000,0.000,0.000,1.000,26000.000,104.000,11000.000,89000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,28.000,3.564,19.253,0.500,0.000,<built-in function id>,Fe2O3,10.000,10.000,10.000
0.300,1.000,0.000,0.000,1.000,26000.000,104.000,11000.000,89000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,28.000,3.566,19.503,0.500,0.000,<built-in function id>,Fe2O3,10.000,10.000,10.000
0.300,1.000,0.000,0.000,1.000,26000.000,104.000,11000.000,89000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,28.000,3.564,19.253,0.500,0.000,<built-in function id>,Fe2O3,10.000,10.000,10.000
0.167,1.000,0.000,0.000,1.000,8000.000,104.000,11000.000,48000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,39.000,7.224,32.580,0.500,0.000,<built-in function id>,Fe2O3,18.000,18.000,18.000
0.167,1.000,0.000,0.000,1.000,8000.000,104.000,11000.000,48000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,39.000,7.224,32.580,0.500,0.000,<built-in function id>,Fe2O3,18.000,18.000,18.000
0.136,1.000,0.000,0.000,1.000,8000.000,104.000,11000.000,16000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,39.000,7.224,32.580,0.500,0.000,<built-in function id>,Fe2O3,22.000,22.000,22.000
0.136,1.000,0.000,0.000,1.000,8000.000,104.000,11000.000,16000.000,0.000,140000.000,948.000,1.000,0.100,2.796,167.000,0.333,39.000,7.224,32.580,0.500,0.000,<built-in function id>,Fe2O3,22.000,22.000,22.000
0.286,1.000,0.000,0.000,1.083,19200.000,104.000,11000.000,34000.000,0.000,140000.000,800.000,1.000,0.120,2.654,225.000,0.333,34.730,0.000,0.000,0.500,0.000,<built-in function id>,Fe2O3Fe4(Fe(CN)6)3,10.500,10.500,10.500
0.286,1.000,0.000,0.000,1.053,19200.000,104.000,11000.000,34000.000,0.000,140000.000,800.000,1.000,0.120,2.669,225.000,0.333,34.700,0.000,0.000,0.500,0.000,<built-in function id>,Fe2O3Fe4(Fe(CN)6)4,10.500,10.500,10.500
0.035,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,0.993,0.670,2.750,227.000,0.333,75.900,100.000,15.000,0.500,0.000,<built-in function id>,Fe3O4,169.100,169.100,169.100
0.028,1.166,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,87.400,100.000,15.000,0.500,0.000,<built-in function id>,Fe3O4,215.700,185.000,185.000
0.027,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,0.998,0.670,2.750,227.000,0.333,83.500,100.000,15.000,0.500,0.000,<built-in function id>,Fe3O4,222.800,222.800,222.800
0.024,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,49.410,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,246.600,246.600,246.600
0.024,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,49.410,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,246.600,246.600,246.600
0.010,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,50.720,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,590.000,590.000,590.000
0.010,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,50.720,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,590.000,590.000,590.000
0.600,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,650.000,1.000,0.670,2.750,227.000,0.333,78.000,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,10.000,10.000,10.000
0.100,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,15.830,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,30.000,30.000,30.000
0.100,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,15.830,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,30.000,30.000,30.000
0.200,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,645.000,1.000,0.670,2.750,227.000,0.333,15.830,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,15.000,15.000,15.000
0.200,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,15.830,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,15.000,15.000,15.000
0.120,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,46.030,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,25.000,25.000,25.000
0.120,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,47000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,46.030,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4,25.000,25.000,25.000
0.300,1.000,0.000,0.000,1.071,11000.000,104.000,11000.000,48000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,5.920,15000.000,0.043,0.500,0.000,<built-in function id>,Fe3O4,20.000,20.000,20.000
0.019,2.296,0.000,0.000,1.071,11000.000,104.000,11000.000,48000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,7.160,21600.000,0.043,0.500,0.000,<built-in function id>,Fe3O4,310.000,135.000,135.000
0.019,2.296,0.000,0.000,1.071,11000.000,104.000,11000.000,48000.000,0.000,140000.000,858.000,1.000,0.670,2.750,227.000,0.333,8.420,30800.000,0.942,0.500,0.000,<built-in function id>,Fe3O4,310.000,135.000,135.000
0.005,1.000,0.000,0.000,0.833,11000.000,104.000,11000.000,47000.000,0.000,140000.000,639.000,1.000,0.670,2.725,227.000,0.333,41.620,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4CeO2,630.000,630.000,630.000
0.005,1.000,0.000,0.000,0.833,11000.000,104.000,11000.000,47000.000,0.000,140000.000,639.000,1.000,0.670,2.725,227.000,0.333,41.620,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4CeO2,630.000,630.000,630.000
0.002,1.000,0.000,0.000,1.389,21137.500,3000.000,11000.000,32500.000,0.000,772500.000,684.000,0.923,0.395,2.768,227.000,0.333,8.450,0.000,0.000,0.500,0.004,<built-in function id>,Fe3O4MnO2,2000.000,2000.000,2000.000
0.002,1.000,0.000,0.000,1.389,21137.500,3000.000,11000.000,32500.000,0.000,772500.000,684.000,0.923,0.395,2.768,227.000,0.333,8.450,0.000,0.000,0.500,0.004,<built-in function id>,Fe3O4MnO2,2000.000,2000.000,2000.000
0.111,1.000,0.000,0.000,1.071,29250.000,104.000,11000.000,47000.000,0.000,140000.000,655.000,1.000,0.395,2.644,226.000,0.333,54.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4Si,27.000,27.000,27.000
0.111,1.000,0.000,0.000,1.071,29250.000,104.000,11000.000,47000.000,0.000,140000.000,655.000,1.000,0.395,2.644,226.000,0.333,54.800,0.000,0.000,0.500,0.000,<built-in function id>,Fe3O4Si,27.000,27.000,27.000
0.002,20.000,0.000,0.000,0.833,16000.000,10.600,390000.000,200000.000,0.000,1615000.000,125.000,1.000,0.170,2.870,2.000,0.333,750.000,750.000,0.220,0.156,0.001,<built-in function id>,FeV2O4,2000.000,100.000,100.000
0.002,20.000,0.000,0.000,0.833,16000.000,10.600,390000.000,200000.000,0.000,1615000.000,125.000,1.000,0.170,2.870,2.000,0.333,750.000,750.000,0.071,0.156,0.001,<built-in function id>,FeV2O4,2000.000,100.000,100.000
0.462,1.000,0.000,0.000,1.036,29975.000,104.000,11000.000,35446.560,0.000,670000.000,655.000,1.000,0.420,2.707,227.000,0.333,63.980,0.000,0.000,0.500,0.000,<built-in function id>,Mg0.1Mn0.9Fe2O4,13.000,13.000,13.000
0.462,1.000,0.000,0.000,1.036,29975.000,104.000,11000.000,35446.560,0.000,670000.000,655.000,1.000,0.420,2.707,227.000,0.333,63.980,0.000,0.000,0.500,0.000,<built-in function id>,Mg0.1Mn0.9Fe2O4,13.000,13.000,13.000
0.429,1.000,0.000,0.000,0.964,27200.000,104.000,11000.000,35446.560,0.000,140000.000,655.000,1.000,0.257,2.700,227.000,0.333,75.960,0.000,0.000,0.500,0.000,<built-in function id>,Mg0.3Mn0.7Fe2O4,14.000,14.000,14.000
0.429,1.000,0.000,0.000,0.964,27200.000,104.000,11000.000,35446.560,0.000,140000.000,655.000,1.000,0.257,2.700,227.000,0.333,75.960,0.000,0.000,0.500,0.000,<built-in function id>,Mg0.3Mn0.7Fe2O4,14.000,14.000,14.000
0.500,1.000,0.000,0.000,0.929,31725.000,80.650,58250.000,35446.560,0.000,935000.000,655.000,1.000,0.295,2.696,227.000,0.333,65.880,0.000,0.000,0.414,0.000,<built-in function id>,Mg0.4Mn0.6Fe2O4,12.000,12.000,12.000
0.500,1.000,0.000,0.000,0.929,31725.000,80.650,58250.000,35446.560,0.000,935000.000,655.000,1.000,0.295,2.696,227.000,0.333,65.880,0.000,0.000,0.414,0.000,<built-in function id>,Mg0.4Mn0.6Fe2O4,12.000,12.000,12.000
0.545,1.000,0.000,0.000,0.893,31725.000,104.000,11000.000,35446.560,0.000,670000.000,655.000,1.000,0.420,2.693,227.000,0.333,60.080,0.000,0.000,0.500,0.000,<built-in function id>,Mg0.5Mn0.5Fe2O4,11.000,11.000,11.000
0.545,1.000,0.000,0.000,0.893,31725.000,104.000,11000.000,35446.560,0.000,670000.000,655.000,1.000,0.420,2.693,227.000,0.333,60.080,0.000,0.000,0.500,0.000,<built-in function id>,Mg0.5Mn0.5Fe2O4,11.000,11.000,11.000
0.014,1.000,0.000,0.000,1.667,62000.000,162000.000,11000.000,47000.000,0.000,2670000.000,713.000,0.998,0.670,2.676,227.000,0.333,69.500,0.000,0.000,0.500,0.015,<built-in function id>,MgFe2O4,220.000,220.000,220.000
0.014,1.000,0.000,0.000,1.667,62000.000,162000.000,11000.000,47000.000,0.000,2670000.000,713.000,0.998,0.670,2.676,227.000,0.333,69.500,0.000,0.000,0.500,0.015,<built-in function id>,MgFe2O4,220.000,220.000,220.000
0.014,1.000,0.000,0.000,1.667,62000.000,162000.000,11000.000,47000.000,0.000,2670000.000,713.000,0.998,0.670,2.676,227.000,0.333,69.500,0.000,0.000,0.500,0.015,<built-in function id>,MgFe2O4,220.000,220.000,220.000
0.214,1.000,0.000,0.000,0.893,39650.000,57.300,12500.000,149000.000,0.000,1085000.000,800.000,1.000,0.145,2.717,227.000,0.333,41.120,0.880,8.150,0.328,0.000,<built-in function id>,Mn0.5Zn0.5Fe2O4,14.000,14.000,14.000
0.081,1.000,8.000,-2.850,1.071,4000.000,3300.000,11000.000,56000.000,0.000,6979.000,570.000,1.000,0.257,2.710,227.000,0.333,75.000,0.250,20.000,0.500,0.000,<built-in function id>,Mn1Fe2O4,37.000,37.000,37.000
